Project ID,Start Date,End Date,Duration (days),Status,Budget ($),Actual Cost ($),Location,Project Manager
PRJ0262,2023-04-23,2023-05-26,33,On Hold,693143.92,617557.9491118758,Hamilton,Alice Smith
PRJ0263,2023-06-27,2023-09-20,85,Completed,489813.66,436070.2618022739,Ottawa,Alice Smith
PRJ0264,2023-12-31,2024-03-04,64,In Progress,572441.05,462745.7811764295,Mississauga,Bob Johnson
PRJ0265,2023-11-21,2024-07-07,229,In Progress,501017.19,521882.67714521964,Mississauga,Cathy Zhang
PRJ0266,2023-01-01,2023-10-09,281,In Progress,539780.55,576637.4296996646,Toronto,Cathy Zhang
PRJ0267,2023-08-10,2024-05-10,274,In Progress,529176.14,550877.8419146183,London,Daniel Lee
PRJ0268,2023-09-28,2024-02-18,143,In Progress,457501.46,379053.31671517086,London,Cathy Zhang
PRJ0269,2023-09-27,2024-08-23,331,Completed,609249.85,504271.25749040296,Toronto,Alice Smith
PRJ0270,2023-02-05,2023-12-08,306,Completed,571595.24,505378.57324353675,Ottawa,Alice Smith
PRJ0271,2023-06-22,2024-02-19,242,In Progress,602769.46,552207.8353875185,Mississauga,Alice Smith
PRJ0272,2023-08-18,2024-01-20,155,On Hold,532022.72,593001.814086403,Hamilton,Daniel Lee
PRJ0273,2023-09-19,2024-08-21,337,Planned,409343.01,353572.5244585453,Ottawa,Bob Johnson
PRJ0274,2023-01-30,2023-11-17,291,In Progress,670938.61,548584.1561526317,London,Cathy Zhang
PRJ0275,2023-08-17,2024-03-01,197,On Hold,473744.38,453655.2510277066,Toronto,Daniel Lee
PRJ0276,2023-05-30,2023-09-12,105,Planned,536406.7,518467.57995666633,Mississauga,Bob Johnson
PRJ0277,2023-03-09,2023-12-02,268,In Progress,563538.14,552471.9050701418,Toronto,Daniel Lee
PRJ0278,2023-12-19,2024-07-01,195,In Progress,535742.17,605796.5756230796,London,Cathy Zhang
PRJ0279,2023-04-12,2023-10-13,184,Completed,591541.7,496423.07588878484,Toronto,Alice Smith
PRJ0280,2023-08-24,2024-05-03,253,Planned,607337.79,656882.4834504608,Mississauga,Bob Johnson
PRJ0281,2023-06-11,2024-01-12,215,Planned,477516.65,446563.1747871537,Toronto,Bob Johnson
PRJ0282,2023-08-07,2023-12-13,128,On Hold,662546.73,612187.9143041098,Mississauga,Daniel Lee
PRJ0283,2023-01-18,2023-08-03,197,Completed,473309.64,555200.3725168919,Toronto,Daniel Lee
PRJ0284,2023-07-06,2024-03-16,254,Completed,533674.9,479980.48596850096,Toronto,Alice Smith
PRJ0285,2023-03-12,2023-10-25,227,Completed,461232.18,487528.2876531908,Mississauga,Daniel Lee
PRJ0286,2023-11-27,2024-10-02,310,Completed,432652.65,393736.0213269294,Toronto,Cathy Zhang
PRJ0287,2023-07-09,2023-11-28,142,Planned,604419.11,606146.2696749785,Ottawa,Cathy Zhang
PRJ0288,2023-04-26,2024-03-01,310,Planned,812189.69,905199.3442747896,Hamilton,Cathy Zhang
PRJ0289,2023-09-16,2023-12-20,95,In Progress,463824.01,534644.8386258525,Ottawa,Cathy Zhang
PRJ0290,2023-05-26,2023-08-01,67,In Progress,621532.16,705736.6509386487,Hamilton,Alice Smith
PRJ0291,2023-06-27,2024-03-23,270,Completed,467408.87,482773.6720068537,Ottawa,Alice Smith
PRJ0292,2023-05-14,2024-03-11,302,Completed,498951.5,448820.10950499156,Hamilton,Alice Smith
PRJ0293,2023-12-21,2024-03-13,83,Completed,675758.38,719340.303949983,Toronto,Daniel Lee
PRJ0294,2023-08-02,2023-10-08,67,In Progress,392646.47,425613.86010422057,Mississauga,Alice Smith
PRJ0295,2023-11-12,2024-01-28,77,On Hold,366184.09,294513.36666800064,Mississauga,Bob Johnson
PRJ0296,2023-09-09,2024-06-24,289,On Hold,491280.14,479334.2725200332,London,Bob Johnson
PRJ0297,2023-05-05,2023-08-15,102,In Progress,566365.6,644130.3251359897,Hamilton,Bob Johnson
PRJ0298,2023-07-31,2024-04-11,255,In Progress,546366.66,544091.063894697,London,Daniel Lee
PRJ0299,2023-01-27,2023-04-22,85,In Progress,536067.92,495621.6902478288,London,Daniel Lee
PRJ0300,2023-03-05,2024-01-13,314,In Progress,503413.2,578280.3622657572,Hamilton,Alice Smith
PRJ0301,2023-08-21,2024-08-01,346,In Progress,578654.0,499003.5956593649,Mississauga,Cathy Zhang
PRJ0302,2023-12-08,2024-10-08,305,In Progress,208632.76,184134.70345113336,Hamilton,Bob Johnson
PRJ0303,2023-01-09,2023-09-18,252,Completed,424919.47,456766.7367404589,Toronto,Daniel Lee
PRJ0304,2023-11-25,2024-04-17,144,Completed,490638.76,461678.5013320125,London,Bob Johnson
PRJ0305,2023-09-24,2024-06-15,265,Completed,570453.48,619059.9580971691,London,Alice Smith
PRJ0306,2023-08-10,2024-05-02,266,Completed,648976.51,560119.5862957387,Hamilton,Daniel Lee
PRJ0307,2023-01-03,2023-04-10,97,In Progress,411490.03,370714.51009917,London,Cathy Zhang
PRJ0308,2023-10-25,2024-02-12,110,On Hold,645707.86,557025.6653831168,Mississauga,Cathy Zhang
PRJ0309,2023-08-03,2024-06-05,307,Planned,454743.83,537127.0982545485,London,Daniel Lee
PRJ0310,2023-01-02,2023-09-10,251,In Progress,487009.02,468581.3702712508,Hamilton,Cathy Zhang
PRJ0311,2023-01-11,2023-05-18,127,Planned,558143.25,521801.4065928003,Mississauga,Alice Smith
PRJ0312,2023-10-21,2024-01-18,89,On Hold,479676.39,386466.0876008835,Mississauga,Cathy Zhang
PRJ0313,2023-07-14,2024-01-01,171,Completed,611011.76,526305.3860843144,London,Bob Johnson
PRJ0314,2023-08-20,2024-08-10,356,On Hold,459539.59,445043.11148479086,Hamilton,Bob Johnson
PRJ0315,2023-12-17,2024-08-19,246,In Progress,461046.5,381470.3891021991,London,Bob Johnson
PRJ0316,2023-12-03,2024-06-10,190,Completed,605198.0,607797.7682954014,Toronto,Daniel Lee
PRJ0317,2023-01-01,2023-02-21,51,In Progress,423687.56,416063.80035413284,Toronto,Daniel Lee
PRJ0318,2023-10-27,2024-05-23,209,Completed,524892.91,580986.7750578541,Mississauga,Daniel Lee
PRJ0319,2023-02-28,2023-09-27,211,Planned,333951.73,355298.28543652367,London,Daniel Lee
PRJ0320,2023-12-19,2024-11-23,340,Planned,681963.94,667219.1445475206,Toronto,Daniel Lee
PRJ0321,2023-12-30,2024-09-11,256,Planned,620655.19,552298.8838036984,Ottawa,Alice Smith
PRJ0322,2023-09-17,2024-02-15,151,On Hold,775010.72,845339.398256491,Toronto,Daniel Lee
PRJ0323,2023-07-02,2024-06-15,349,In Progress,633836.37,686536.5944455909,London,Cathy Zhang
PRJ0324,2023-01-12,2023-03-13,60,On Hold,387034.98,333360.3745676599,London,Alice Smith
PRJ0325,2023-02-23,2023-05-14,80,Planned,566864.99,660908.307109377,Toronto,Daniel Lee
PRJ0326,2023-06-09,2023-09-04,87,In Progress,408199.12,337075.3406723355,London,Cathy Zhang
PRJ0327,2023-02-12,2023-06-01,109,Planned,657803.75,540724.6045204148,London,Alice Smith
PRJ0328,2023-04-27,2024-03-20,328,On Hold,389885.97,341126.89572808816,Ottawa,Bob Johnson
PRJ0329,2023-01-21,2023-08-28,219,On Hold,385084.51,448155.31431232806,Mississauga,Alice Smith
PRJ0330,2023-02-10,2023-05-04,83,On Hold,339018.85,341730.7464052618,London,Daniel Lee
PRJ0331,2023-07-16,2023-10-28,104,Planned,451162.02,503125.22296457813,Hamilton,Alice Smith
PRJ0332,2023-09-23,2024-06-07,258,In Progress,431052.22,384126.70081290125,Mississauga,Alice Smith
PRJ0333,2023-08-28,2024-06-27,304,In Progress,373835.09,372372.9424058636,Mississauga,Bob Johnson
PRJ0334,2023-07-01,2024-02-02,216,Planned,698980.91,659359.7261308932,Hamilton,Alice Smith
PRJ0335,2023-12-08,2024-09-02,269,In Progress,552988.07,625502.1934849289,Toronto,Alice Smith
PRJ0336,2023-04-30,2023-12-30,244,Planned,541223.45,437872.3810621266,Ottawa,Bob Johnson
PRJ0337,2023-11-07,2023-12-21,44,In Progress,658916.44,591401.9454196589,London,Daniel Lee
PRJ0338,2023-02-26,2023-08-27,182,Completed,525625.78,452579.40226273314,Toronto,Cathy Zhang
PRJ0339,2023-03-04,2023-06-13,101,Completed,425131.98,486213.0788903989,Hamilton,Alice Smith
PRJ0340,2023-07-25,2023-11-10,108,On Hold,329979.03,325695.0904017659,Ottawa,Bob Johnson
PRJ0341,2023-10-11,2024-09-27,352,Completed,419494.26,403422.6032760609,Ottawa,Alice Smith
PRJ0342,2023-04-28,2023-10-10,165,Completed,650541.56,637396.1349001381,Ottawa,Daniel Lee
PRJ0343,2023-03-19,2023-07-06,109,Completed,374466.39,445154.34314155014,Hamilton,Daniel Lee
PRJ0344,2023-04-19,2023-11-22,217,Planned,535312.72,610313.7566357105,Toronto,Bob Johnson
PRJ0345,2023-10-26,2023-12-08,43,Completed,603392.51,653201.0584929498,London,Cathy Zhang
PRJ0346,2023-05-12,2023-10-29,170,Completed,528534.48,484238.8422656016,Ottawa,Cathy Zhang
PRJ0347,2023-03-31,2024-01-24,299,On Hold,539898.33,467589.3146404403,Ottawa,Alice Smith
PRJ0348,2023-01-12,2023-10-09,270,Completed,565560.39,660898.8570360742,Toronto,Bob Johnson
PRJ0349,2023-10-12,2024-01-06,86,Completed,537928.09,521376.15516146534,Ottawa,Cathy Zhang
PRJ0350,2023-03-27,2023-10-29,216,In Progress,660907.42,602418.6464947397,Ottawa,Daniel Lee
PRJ0351,2023-08-22,2023-12-28,128,On Hold,395970.83,391365.0282003508,Hamilton,Cathy Zhang
PRJ0352,2023-12-09,2024-05-04,147,On Hold,524042.49,611630.411557944,Mississauga,Bob Johnson
PRJ0353,2023-06-05,2024-02-05,245,On Hold,318175.96,303802.97360915825,Toronto,Daniel Lee
PRJ0354,2023-02-17,2023-05-26,98,On Hold,292625.38,299957.5182493216,Toronto,Alice Smith
PRJ0355,2023-03-01,2024-01-04,309,On Hold,491832.9,551436.4177905999,Toronto,Daniel Lee
PRJ0356,2023-09-11,2024-07-24,317,On Hold,554337.96,538180.6783644008,Hamilton,Cathy Zhang
PRJ0357,2023-09-27,2024-01-29,124,Planned,663066.78,592394.948239486,Hamilton,Cathy Zhang
PRJ0358,2023-10-29,2023-12-29,61,Completed,741979.17,888750.2917315488,London,Cathy Zhang
PRJ0359,2023-11-04,2024-04-29,177,On Hold,631986.07,747404.6387510882,Hamilton,Alice Smith
PRJ0360,2023-12-16,2024-07-08,205,Completed,572716.57,651403.0546432056,Toronto,Cathy Zhang
PRJ0361,2023-02-10,2024-02-02,357,Completed,515996.49,554876.5942283277,London,Bob Johnson
PRJ0362,2023-08-24,2024-03-21,210,Planned,346877.19,318414.6161969606,Mississauga,Alice Smith
PRJ0363,2023-08-13,2024-04-17,248,On Hold,485396.34,565663.9908373869,Ottawa,Daniel Lee
PRJ0364,2023-12-16,2024-11-29,349,In Progress,629037.68,572564.3553926332,Ottawa,Cathy Zhang
PRJ0365,2023-02-23,2024-01-22,333,Planned,589828.19,660798.5579120202,London,Bob Johnson
PRJ0366,2023-02-15,2023-06-12,117,In Progress,371366.59,433497.4338272041,Mississauga,Bob Johnson
PRJ0367,2023-02-22,2023-06-15,113,Completed,561402.56,584533.2078828736,Ottawa,Alice Smith
PRJ0368,2023-10-23,2024-05-26,216,Completed,552839.28,619855.8325193931,London,Bob Johnson
PRJ0369,2023-12-26,2024-01-29,34,Planned,534989.01,597410.4789375176,Hamilton,Alice Smith
PRJ0370,2023-10-07,2024-05-06,212,Planned,497214.44,436187.88122211094,Toronto,Alice Smith
PRJ0371,2023-02-22,2024-02-10,353,In Progress,566558.4,604614.008432576,Mississauga,Alice Smith
PRJ0372,2023-02-20,2023-09-15,207,On Hold,569731.3,477085.68368035473,Ottawa,Daniel Lee
PRJ0373,2023-01-03,2023-03-13,69,In Progress,435854.12,437222.72689162433,Toronto,Daniel Lee
PRJ0374,2023-12-09,2024-03-07,89,Planned,545501.41,471801.0161051232,London,Bob Johnson
PRJ0375,2023-12-06,2024-09-01,270,In Progress,481060.49,464964.10956090636,Ottawa,Daniel Lee
PRJ0376,2023-08-17,2023-11-03,78,Planned,351276.61,398064.13575633353,Toronto,Alice Smith
PRJ0377,2023-02-04,2023-06-14,130,In Progress,443839.3,530328.9931695928,Hamilton,Alice Smith
PRJ0378,2023-11-26,2024-07-30,247,Planned,343631.03,318609.16978072847,Mississauga,Daniel Lee
PRJ0379,2023-06-08,2024-02-24,261,Planned,598009.35,605653.2726632493,London,Bob Johnson
PRJ0380,2023-12-10,2024-02-15,67,Planned,535588.94,538009.3787586736,Ottawa,Alice Smith
PRJ0381,2023-05-16,2024-01-03,232,On Hold,464450.94,548869.8233513832,Hamilton,Daniel Lee
PRJ0382,2023-11-07,2024-05-04,179,In Progress,642052.13,636551.985916725,Mississauga,Cathy Zhang
PRJ0383,2023-10-18,2024-04-02,167,In Progress,506799.09,547161.827483968,Mississauga,Bob Johnson
PRJ0384,2023-03-14,2023-05-15,62,In Progress,356877.72,417088.59193292767,Hamilton,Bob Johnson
PRJ0385,2023-06-19,2024-04-01,287,Planned,456052.15,432953.7579362716,Ottawa,Bob Johnson
PRJ0386,2023-11-05,2024-10-28,358,In Progress,663285.42,769974.1470743729,Mississauga,Cathy Zhang
PRJ0387,2023-12-27,2024-03-22,86,In Progress,433052.44,505364.6141932339,London,Alice Smith
PRJ0388,2023-12-26,2024-08-17,235,Planned,527522.13,618395.7305615498,Toronto,Bob Johnson
PRJ0389,2023-06-13,2024-01-18,219,Completed,574387.66,521646.50865154347,London,Daniel Lee
PRJ0390,2023-05-04,2024-03-01,302,Planned,558994.85,536714.5661462385,Mississauga,Bob Johnson
PRJ0391,2023-02-24,2023-04-09,44,In Progress,744945.98,855315.9571364742,Toronto,Daniel Lee
PRJ0392,2023-06-01,2023-08-26,86,Planned,382369.67,360828.7712906807,Hamilton,Bob Johnson
PRJ0393,2023-01-03,2023-06-17,165,Completed,392353.69,408087.5489620609,Toronto,Daniel Lee
PRJ0394,2023-11-13,2024-08-03,264,Planned,384024.56,325353.9800826233,Toronto,Daniel Lee
PRJ0395,2023-05-11,2023-11-03,176,In Progress,470408.16,386915.41344457224,Toronto,Daniel Lee
PRJ0396,2023-02-23,2023-12-11,291,Completed,609937.74,588466.4651377759,Mississauga,Cathy Zhang
PRJ0397,2023-05-23,2023-10-22,152,On Hold,396826.54,409353.00983102614,Ottawa,Cathy Zhang
PRJ0398,2023-01-23,2023-09-11,231,In Progress,611336.05,585097.2899197431,Mississauga,Cathy Zhang
PRJ0399,2023-08-02,2024-01-11,162,Completed,503512.67,519169.0480752768,Ottawa,Alice Smith
PRJ0400,2023-10-22,2024-07-25,277,Completed,389100.33,391448.0642985143,Hamilton,Daniel Lee
PRJ0401,2023-09-12,2024-01-28,138,On Hold,324863.0,348994.76305102493,Hamilton,Alice Smith
PRJ0402,2023-06-26,2024-05-20,329,Planned,347242.95,368012.58299352706,Hamilton,Cathy Zhang
PRJ0403,2023-03-03,2023-12-12,284,Planned,433414.66,420281.45088469627,Hamilton,Daniel Lee
PRJ0404,2023-10-26,2024-08-29,308,In Progress,483084.88,468591.4138875203,Hamilton,Alice Smith
PRJ0405,2023-12-28,2024-06-20,175,On Hold,634606.3,543420.5685901219,London,Cathy Zhang
PRJ0406,2023-12-09,2024-09-29,295,Planned,579908.82,582979.6858891769,Mississauga,Alice Smith
PRJ0407,2023-03-04,2023-07-18,136,On Hold,416105.87,430616.1687834982,Ottawa,Alice Smith
PRJ0408,2023-03-28,2023-09-29,185,Planned,540866.53,535780.0907714221,Hamilton,Cathy Zhang
PRJ0409,2023-09-11,2024-05-18,250,Completed,665154.63,618782.0007832315,London,Daniel Lee
PRJ0410,2023-05-17,2023-09-19,125,Planned,687391.74,748335.491400667,London,Bob Johnson
PRJ0411,2023-12-12,2024-03-23,102,On Hold,468559.4,388840.88616719184,London,Bob Johnson
PRJ0412,2023-09-05,2024-06-06,275,Completed,595828.84,694603.04990389,Mississauga,Alice Smith
PRJ0413,2023-01-26,2023-10-06,253,Completed,638995.54,516472.8583200087,Hamilton,Alice Smith
PRJ0414,2023-05-09,2023-08-11,94,Completed,349292.81,413891.04092501244,London,Alice Smith
PRJ0415,2023-12-30,2024-09-07,252,On Hold,448759.29,442001.98048118496,London,Daniel Lee
PRJ0416,2023-08-01,2024-03-21,233,In Progress,722001.87,696780.8845053408,Hamilton,Alice Smith
PRJ0417,2023-10-18,2024-07-19,275,In Progress,469896.39,424117.9592172196,Mississauga,Alice Smith
PRJ0418,2023-04-29,2023-11-30,215,In Progress,207104.86,166518.20038779246,London,Alice Smith
PRJ0419,2023-09-09,2024-06-30,295,On Hold,487903.82,443951.5438840825,Ottawa,Cathy Zhang
PRJ0420,2023-09-17,2024-05-23,249,Completed,612462.55,516771.3829268985,Toronto,Bob Johnson
PRJ0421,2023-10-18,2024-07-03,259,In Progress,500651.04,532656.8284432497,Toronto,Bob Johnson
PRJ0422,2023-12-07,2024-09-22,290,On Hold,571536.39,530174.2951278151,Toronto,Cathy Zhang
PRJ0423,2023-01-05,2023-04-04,89,In Progress,593822.2,657285.0066348739,Mississauga,Daniel Lee
PRJ0424,2023-09-01,2024-02-08,160,Planned,464506.25,410050.5448993769,London,Daniel Lee
PRJ0425,2023-09-19,2024-04-01,195,In Progress,448060.7,519792.5041541725,Toronto,Daniel Lee
PRJ0426,2023-05-25,2024-03-26,306,In Progress,515344.1,520081.4552875407,Toronto,Cathy Zhang
PRJ0427,2023-08-29,2023-11-27,90,Completed,517777.89,437937.8227198539,Hamilton,Bob Johnson
PRJ0428,2023-11-18,2024-08-05,261,On Hold,505407.68,485362.24823627126,London,Bob Johnson
PRJ0429,2023-08-09,2024-03-18,222,Completed,509515.65,449751.6091262981,London,Alice Smith
PRJ0430,2023-07-20,2024-04-11,266,Completed,425145.39,374074.4473542347,Hamilton,Bob Johnson
PRJ0431,2023-02-01,2023-09-08,219,Completed,575028.69,576493.8027591172,London,Daniel Lee
PRJ0432,2023-05-19,2023-11-25,190,Completed,559923.19,598421.7202922589,Ottawa,Daniel Lee
PRJ0433,2023-04-21,2023-10-20,182,Completed,366399.16,426725.7858948653,Mississauga,Alice Smith
PRJ0434,2023-03-22,2024-02-05,320,In Progress,461083.77,461482.5172294744,Hamilton,Alice Smith
PRJ0435,2023-03-28,2024-01-04,282,Completed,509307.99,604210.1540756081,Toronto,Bob Johnson
PRJ0436,2023-02-23,2023-06-23,120,Completed,446568.7,525456.8207060386,London,Alice Smith
PRJ0437,2023-07-17,2024-05-08,296,On Hold,563737.2,646056.9313913196,Ottawa,Alice Smith
PRJ0438,2023-02-20,2023-05-12,81,Planned,493311.75,493307.26381552976,Ottawa,Cathy Zhang
PRJ0439,2023-05-01,2024-04-13,348,In Progress,516907.25,442659.5080183642,Mississauga,Bob Johnson
PRJ0440,2023-06-20,2023-10-14,116,In Progress,459929.07,408031.49606041325,Ottawa,Daniel Lee
PRJ0441,2023-03-28,2023-08-21,146,In Progress,300678.12,318438.57551833265,London,Cathy Zhang
PRJ0442,2023-11-07,2024-08-20,287,Completed,294965.17,285733.3477831498,London,Daniel Lee
PRJ0443,2023-09-13,2024-08-03,325,Completed,558960.95,479991.3118187056,Ottawa,Alice Smith
PRJ0444,2023-08-22,2023-12-04,104,Completed,526691.21,522265.72579645924,London,Alice Smith
PRJ0445,2023-09-14,2024-05-11,240,On Hold,543866.22,438884.9299578943,London,Daniel Lee
PRJ0446,2023-08-21,2023-11-12,83,Planned,513447.28,561484.456797195,Toronto,Cathy Zhang
PRJ0447,2023-08-11,2024-06-26,320,Completed,521456.74,432513.17677982966,Hamilton,Cathy Zhang
PRJ0448,2023-06-05,2024-04-30,330,Planned,596902.34,627729.6287405657,London,Cathy Zhang
PRJ0449,2023-01-27,2023-09-03,219,On Hold,544461.94,608275.1242119323,London,Alice Smith
PRJ0450,2023-07-14,2024-02-04,205,In Progress,604090.94,515324.3371216552,Mississauga,Bob Johnson
PRJ0451,2023-02-06,2023-11-17,284,Completed,517146.18,521001.751071252,Hamilton,Alice Smith
PRJ0452,2023-12-25,2024-12-03,344,Planned,469961.83,522422.26189677103,Hamilton,Daniel Lee
PRJ0453,2023-09-02,2024-04-19,230,Planned,519420.29,469687.5538614334,Hamilton,Cathy Zhang
PRJ0454,2023-10-24,2024-09-10,322,Completed,416382.21,360239.99641587393,Ottawa,Bob Johnson
PRJ0455,2023-06-06,2023-12-05,182,In Progress,462015.31,431858.4823870216,Toronto,Cathy Zhang
PRJ0456,2023-07-20,2024-02-08,203,In Progress,517757.13,529085.4854724563,Toronto,Alice Smith
PRJ0457,2023-04-12,2024-03-05,328,In Progress,516431.83,531982.5415729989,Mississauga,Bob Johnson
PRJ0458,2023-11-17,2024-04-12,147,On Hold,489358.11,417104.6460738334,Hamilton,Bob Johnson
PRJ0459,2023-08-17,2023-12-16,121,Planned,361181.53,355051.3905932888,Hamilton,Alice Smith
PRJ0460,2023-02-24,2023-10-13,231,Planned,563640.95,511398.69262478506,London,Cathy Zhang
PRJ0461,2023-11-17,2024-08-04,261,Planned,583422.84,663240.736260893,Ottawa,Cathy Zhang
PRJ0462,2023-10-28,2024-04-02,157,On Hold,664369.05,614827.0850372019,Ottawa,Cathy Zhang
PRJ0463,2023-12-12,2024-10-20,313,Planned,544177.6,617903.7661079906,Mississauga,Alice Smith
PRJ0464,2023-12-10,2024-12-03,359,On Hold,500146.18,485854.9255503865,Toronto,Daniel Lee
PRJ0465,2023-11-25,2024-07-11,229,In Progress,398697.05,434832.68056279904,Hamilton,Daniel Lee
PRJ0466,2023-04-12,2024-01-10,273,Completed,649201.79,651814.2373514669,Mississauga,Cathy Zhang
PRJ0467,2023-12-01,2024-06-15,197,Planned,524783.3,550384.8793472454,Ottawa,Bob Johnson
PRJ0468,2023-12-22,2024-11-07,321,Planned,519337.32,497599.21231812064,Ottawa,Daniel Lee
PRJ0469,2023-10-31,2024-04-03,155,In Progress,474594.38,525510.14987176,Ottawa,Cathy Zhang
PRJ0470,2023-03-20,2023-10-12,206,Completed,468203.04,454192.4167859651,Hamilton,Daniel Lee
PRJ0471,2023-11-27,2024-06-20,206,On Hold,568826.67,559147.890032052,Hamilton,Cathy Zhang
PRJ0472,2023-08-14,2024-07-30,351,Completed,397855.94,400669.3652667902,Hamilton,Daniel Lee
PRJ0473,2023-06-02,2024-04-19,322,In Progress,662543.19,750482.3139657547,London,Daniel Lee
PRJ0474,2023-09-21,2024-05-06,228,In Progress,640752.65,681601.6383422198,Toronto,Bob Johnson
PRJ0475,2023-11-08,2024-01-23,76,Completed,464593.85,436562.18730482797,Ottawa,Bob Johnson
PRJ0476,2023-10-14,2024-04-17,186,On Hold,413613.54,441792.14269704407,Ottawa,Daniel Lee
PRJ0477,2023-01-28,2023-03-04,35,On Hold,298479.4,315483.95922226255,London,Cathy Zhang
PRJ0478,2023-05-21,2023-06-23,33,Planned,374858.61,439487.124655789,Ottawa,Bob Johnson
PRJ0479,2023-10-08,2024-06-11,247,On Hold,572991.15,651242.5885228268,Ottawa,Alice Smith
PRJ0480,2023-01-15,2023-10-18,276,Completed,531534.19,562883.4224736445,Hamilton,Bob Johnson
PRJ0481,2023-06-21,2023-08-28,68,In Progress,549365.36,514537.1587213997,Hamilton,Daniel Lee
PRJ0482,2023-06-01,2023-11-27,179,Planned,315442.04,350718.1061459018,Toronto,Daniel Lee
PRJ0483,2023-06-11,2024-05-02,326,Planned,460418.44,474269.3539868151,Ottawa,Alice Smith
PRJ0484,2023-11-02,2024-07-27,268,In Progress,636727.28,760321.1358356478,Mississauga,Bob Johnson
PRJ0485,2023-02-02,2024-01-01,333,On Hold,490397.26,440868.3389135359,Ottawa,Daniel Lee
PRJ0486,2023-09-03,2024-08-01,333,In Progress,372770.53,310093.76401656104,Ottawa,Alice Smith
PRJ0487,2023-10-13,2024-07-01,262,On Hold,488839.77,404738.17489927507,Toronto,Alice Smith
PRJ0488,2023-06-16,2024-05-24,343,In Progress,422898.26,446585.7030324199,Mississauga,Cathy Zhang
PRJ0489,2023-04-18,2023-07-30,103,Completed,533367.91,627082.8340962644,Ottawa,Bob Johnson
PRJ0490,2023-08-02,2024-05-10,282,On Hold,502054.54,402031.60253637645,Mississauga,Bob Johnson
